ID,date,username,verdict
12941144125,2005-06-08,Наперова Евгения Андреевна,Покорение тайного мира
14920443763,2009-12-14,Иливанов Александр Евгеньевич,Восстановление дружбы
10792106085,2008-07-26,Бурдонова Ксения Эдуардовна,Удачное путешествие
13030973423,2018-05-23,Катинцева Екатерина Федоровна,Изменение прошлого
12532744866,2020-11-11,Щарбатых Георгий Евгеньевич,Приключение начинается
12603108211,2023-09-22,Сейфуллин Вадим Алексеевич,Раскрытие заговора
10380809404,2000-07-20,Мисюлин Степан Максимович,Признание любви
11313933324,2023-11-23,Мытковский Герасим Павлович,Обретение внутреннего покоя
11197119861,2008-06-08,Буккулов Анатолий Максимович,Новая жизнь
10844342787,2006-09-13,Деканова Юлия Сергеевна,Здоровье улучшается
16116515099,2000-09-28,Евгешенков Андрей Алексеевич,Признание правды
9289493575,2008-08-24,Варквасова Юлия Эдуардовна,Новое начало
13650107585,2019-06-26,Севбьянова Екатерина Ивановна,Семейное счастье
14499720791,2011-07-19,Севбьянов Станислав Сергеевич,Новая работа
10453324310,2021-06-10,Кривцова Карина Борисовна,Успех в бизнесе
